,Unnamed: 0,id,keyword,location,text,target
200,316,461,armageddon,USA,YOUR PHONE IS SPYING ON YOU! Hidden Back Door NSA Data Mining Software | THE FINANCIAL ARMAGEDDON BLOG http://t.co/qyCw5JJaj1,0
201,317,462,armageddon,"California, United States",#PBBan (Temporary:300) hyider_ghost2 @'aRmageddon | DO NOT KILL | FLAGS ONLY | Fast XP' for Reason,1
202,319,465,armageddon,"California, United States",#PBBan (Temporary:300) fighterdena @'aRmageddon | DO NOT KILL | FLAGS ONLY | Fast XP' for Reason,0
203,320,466,armageddon,New York City,Photo: Sketch I did based on the A Taste of Armageddon episode of #startrek #tos http://t.co/a2e6dcsk88,0
204,321,467,armageddon,Here And There,Armageddon https://t.co/uCSUDk3q1d,1
205,322,468,armageddon,"Rotterdam, Zuid-Holland","@AberdeenFC @AberdeenFanPage 

Good luck to the ?????? tomorrow night 

Get some coefficient points plz 
@Armageddon????",0
206,323,469,armageddon,"Derry, 17 ",@paddytomlinson1 ARMAGEDDON,0
207,324,470,armageddon,Nowhere. Everywhere.,@RohnertParkDPS You're another one for the history books! (Thank the Justice Department!) And by the way I haven't paid income tax in 20yrs.,0
208,325,471,armageddon,"Florida, USA","Vladimir Putin Issues Major Warning But Is It Too Late To Escape Armageddon?
http://t.co/gBxafy1m1C",1
209,326,472,armageddon,Worldwide,God's Kingdom (Heavenly Gov't) will rule over all people on the earth after Armageddon.  http://t.co/8HGcBXUkz0  http://t.co/4kopkCyvTt,0
210,328,475,armageddon,Nowhere. Everywhere.,LetÛªs talk some more about your goof guild Saunders. Come right up here on stage. https://t.co/hkBxxvd9Iw,0
211,329,476,armageddon,East Coast,@Karnythia my niece is gaining the ability to stand. I'm getting prepared for toddler apocalypse Armageddon,0
212,330,477,armageddon,California,Check out #PREPPERS #DOOMSDAY MUST HAVE LIBRARY COLLECTION ON CD #shtf #preppertalk #survival #2A #prepper http://t.co/VPQTGeQLmA via @eBay,0
213,331,478,armageddon,"Toronto, ON",@Erker Again?? Eep! Thought of you yesterday when I saw that hella scary hail. #armageddon?,1
214,333,480,armageddon,The Orwellion police-state,Sadly How Windows 10 Reveals Microsoft's Ethics Armageddon http://t.co/sTfTjCrjEa,0
215,334,481,armageddon,"Castaic, CA","Armageddon averted by El Patron
#UltimaLucha",0
216,335,482,armageddon,"Helsinki, Finland",@samihonkonen If you have the time (23 hours ??) the latest series about WW1 Blueprint for Armageddon is extremely impressive.,0
217,336,483,armageddon,East Kilbride,European Fitba till Christmas  ARMAGEDDON,0
218,338,485,armageddon,#FLIGHTCITY UK  ,(OFFICIAL VID) &gt; #DoubleCups &gt;&gt; https://t.co/lfKMTZaEkk &gt;&gt; @TrubGME Prod @THISIZBWRIGHT &gt;&gt; #ARMAGEDDON                 .,0
219,339,486,armageddon,middle eastern palace,Tomorrow is the day we start armageddon #preseasonworkouts ????,0
220,340,487,armageddon,Kent,Lee does comedy: ÛÏ@LeeJasper: Working class Tories prepare for your Armageddon. #InterestRateRiseÛ,0
221,343,492,armageddon,Nowhere. Everywhere.,@RohnertParkDPS You're on stage now! Right under the lights! Isn't it funny?! Where do you get the goofballs with which you staff your PD?,0
222,344,493,armageddon,#FLIGHTCITY UK  ,**OFFICIAL VID** #TheReal &gt;&gt;&gt; https://t.co/4i0Rjc9RQU &gt;&gt;&gt; @TrubGME &gt;&gt;&gt; #ARMAGEDDON Comin Soon!!,0
223,345,495,armageddon,Perthshire ,"Well done Celtic Fingers crossed for Aberdeen tomorrow night! 
Armageddon eh.... ??",0
224,352,504,army,twitch.tv/naturalemblem26,Seeing that army of whitewalkers was the very first thing that has slightly intrigued me on GoT so far,0
225,353,506,army,cyprus,"Build your own kingdom and lead your army to victory! https://youtu.

Start g this friend code: LZKTJNOX http://t.co/zZ0cEwEw64",0
226,354,509,army,"Memphis, TN",Salvation Army hosts rally to reconnect fathers with children: The Salvation Army is hosting a back to school rallyÛ_ http://t.co/rDjpor3AZg,1
227,356,513,army,Studio,But if you build an army of 100 dogs and their leader is a lion all dogs will fight like a lion.,1
228,357,514,army,"Hollywood, CA",'Show Me a Hero': TV Review http://t.co/KaCCPk85wf http://t.co/NniXodHIGc,0
229,359,517,army,New York,INFANTRY Mens Lume Dial Army Analog Quartz Wrist Watch Sport Blue Nylon Fabric  - Full reaÛ_ http://t.co/hEP9k0XgHb http://t.co/80EBvglmrA,0
230,362,520,army,Pakistan,".: .: .: .: .: .: .: .: .: .: .: .: .: .: .: .: .: .: .: .: .: RT DrAyesha4: #IndiaKoMunTorJawabDo

Indian Army kiÛ_ http://t.co/WJLJq3yA4g",0
231,363,521,army,Mexico! ^_^,5 Seconds of Summer Is my pick for http://t.co/qcHV3JqOVK Fan Army #5SOSFAM http://t.co/gc0uDfnFgg  ÌÑ1,0
232,366,524,army,Campinas Sp,"You da One 

#MTVSummerStar #VideoVeranoMTV  #MTVHottest Britney Spears Lana Del Rey",0
233,368,527,army,"Harlem, New York",Stony Jackson is America's last hope as he leads an army of felons thus and army rejects against the army o Satan - http://t.co/0wbEcdMHQo,0
234,369,528,army,New York,WWI WWII JAPANESE ARMY NAVY MILITARY JAPAN LEATHER WATCH WAR MIDO WW1 2 - Full read by eBay http://t.co/F9j3l2Yjl4 http://t.co/mwwWOWCayO,0
235,374,536,army,"Washington, DC",POTUS appoints Brig. Gen. Richard G. Kaiser as member of the Mississippi River Commission. Learn more about the MRC: http://t.co/vdUKcV7YJy,0
236,375,538,army,"Burbank,CA",@AP what a violent country get the army involved to help control the killings and bring back peace to the poor people.,1
237,376,540,army,New York,WWI WWII JAPANESE ARMY NAVY MILITARY JAPAN LEATHER WATCH WAR MIDO WW1 2 - Full read by eBay http://t.co/QUmcE7W2tY http://t.co/KTKG2sDhHl,0
238,379,544,army,? ,One Direction Is my pick for http://t.co/iMHFdaOWRd Fan Army #Directioners http://t.co/4fTZJk94Dt,0
239,381,550,arson,"Spokane, Washington",Spokane authorities say they're struggling to solve arson cases like today's on Hamilton. http://t.co/Qbs2k01WzK http://t.co/mvLZIYsGLL,1
240,382,551,arson,USA,Thousands attend a rally organized by Peace Now protesting the arson attack that took the life of an http://t.co/bvCKd9pdTi,1
241,383,552,arson,"Charlotte, NC",Add Familia to the arson squad.,0
242,384,556,arson,Our Empire State,Another fake hate crime Lesbians burn their own house down. What else Is new :http://t.co/66oBQmxImb,1
243,387,560,arson,Jerusalem,Mourning notices for stabbing arson victims stir Û÷politics of griefÛª in Israel http://t.co/KkbXIBlAH7,1
244,388,561,arson,"Kingston, Pennsylvania",The Sound of Arson,0
245,389,563,arson,"Milwaukee, WI",Owner of Chicago-Area Gay Bar Admits to Arson Scheme http://t.co/MYhOHvrHiL #LGBT | https://t.co/TM5HTHFDO0,0
246,390,564,arson,Zero Branco,Wait What??? http://t.co/uAVFRtlfs4 http://t.co/85G1pCcCXG,0
247,391,565,arson,Republic of Texas,Arson suspect linked to 30 fires caught in Northern California http://t.co/EJ2GHNAfHY,1
248,393,568,arson,bajaur,"After death of Palestinian toddler in arson
attack Israel cracks down on Jewish",1
249,394,569,arson,USA,Palestinian Teen Killed Amid Protests Against Arson Attack http://t.co/okVsImoGic,1
250,395,570,arson,"Eldoret, kenya",#Kisii Police in Kisii hunt for students over failed arson plot: Police in Kisii hunt for students... http://t.co/m5SbFRrSn7 #CountyNews,1
251,396,571,arson,ÛÊÛÊÛÊ,Mariah getting thick in the shoulders poor girl.,1
252,397,574,arson,Jerusalem,Mourning notices for stabbing arson victims stir Û÷politics of griefÛª in Israel: Posters for Shira Banki and A... http://t.co/3GZ5zQQTHe,0
253,398,575,arson,"Miami,FL",RelaxInPR: miprv: RT latimes: Arson suspect linked to 30 fires caught in Northern California http://t.co/ylhAyfaOOu,1
254,400,577,arson,"Los Angeles, CA",Owner of Chicago-Area Gay Bar Admits to Arson Scheme http://t.co/0TSlQjOKvh via @theadvocatemag #LGBT,0
